invert,sepia,saturate,hue-rotate,brightness,contrast
44,71,2499,89,104,110
38,100,1062,87,105,113
39,100,1031,87,103,114
49,50,4565,89,107,109
43,98,2314,90,108,110
40,96,995,87,103,112
43,97,846,83,99,118
40,94,1253,89,105,115
51,57,4332,89,108,112
50,39,5188,89,108,113
47,19,5983,88,107,113
39,76,1388,89,110,111
46,100,3781,100,115,115
51,85,3781,90,113,109
42,95,1371,87,107,116
45,89,2064,87,107,116
52,69,3389,86,106,117
46,87,2246,86,107,118
49,45,4744,90,113,113
55,84,4270,89,114,110
50,55,4416,89,115,110
49,92,2592,86,108,118
44,90,1744,86,109,118
53,46,5649,91,113,116
46,91,2104,87,110,117
53,75,3112,85,106,122
63,62,7051,94,121,112
45,47,2265,88,111,119
55,68,4067,87,112,117
46,91,2168,87,114,116
44,88,1821,87,115,116
48,75,3540,90,121,111
48,39,2409,85,109,122
51,81,3262,90,113,122
42,98,930,84,110,122
59,78,4574,88,116,118
61,57,5888,89,116,119
64,71,5259,87,116,118
43,100,981,84,111,124
45,87,1690,85,115,119
54,86,3753,88,120,116
61,41,7456,87,118,121
41,53,1537,84,125,123
69,90,4807,86,114,123
58,95,3388,85,113,124
60,59,5779,89,124,115
53,75,3093,87,115,124
49,24,4850,87,119,120
61,55,6057,90,120,122
68,61,6218,86,119,121
55,48,4234,85,117,123
56,35,7383,89,126,116
55,65,2783,83,111,131
46,41,2972,88,125,116
40,99,1080,89,123,121
54,77,3274,85,118,128
35,87,1232,98,134,132
59,73,4875,86,125,124
50,85,1923,84,114,131
54,80,2755,83,117,125
67,71,2655,74,113,144
0,97,0,12,95,103
2,7,6615,69,97,103
3,11,3552,53,98,105
3,38,7496,133,99,114
6,7,6085,40,96,113
6,28,3031,64,87,114
4,4,4783,132,94,107
3,57,743,74,98,104
3,98,1898,119,85,106
3,24,2389,95,108,105
6,44,624,69,89,108
5,35,2351,97,92,106
6,43,3599,100,93,115
2,53,7481,129,82,103
6,34,2704,76,97,109
3,100,1426,100,101,103
5,52,1729,100,95,106
8,34,1260,71,95,110
5,79,2102,79,97,107
9,11,4445,70,91,109
6,28,3903,82,100,106
5,100,1772,94,93,104
7,50,1836,77,93,106
6,41,3838,107,97,106
7,39,2928,98,98,105
9,15,3961,82,99,106
7,19,6997,110,92,105
9,42,1786,79,93,106
7,52,2294,104,95,105
8,52,1543,84,102,105
6,34,6942,121,94,106
9,70,924,79,98,105
9,51,1706,88,96,104
8,36,3676,100,95,104
7,37,5509,104,97,103
10,47,1451,79,99,104
10,33,2585,86,101,106
9,24,5629,92,96,104
11,17,5820,91,95,105
9,72,1429,90,102,105
10,72,1439,88,98,107
11,18,7314,104,92,106
10,51,3047,90,93,106
12,28,3226,91,98,106
10,67,1867,94,98,105
10,53,2519,104,97,106
9,79,1938,97,98,102
14,19,3899,83,94,107
14,33,1853,80,99,107
12,41,2901,94,98,107
9,79,2954,101,95,104
14,39,1975,85,100,107
14,24,3788,88,97,107
15,30,2744,85,95,105
11,68,2325,95,103,106
12,56,2930,98,97,105
14,20,5409,94,97,107
11,53,3548,111,98,105
13,59,2593,93,96,106
12,29,7463,106,92,105
14,92,1220,92,99,108
15,43,2667,91,93,104
16,20,5748,96,94,107
13,41,4148,100,99,105
15,69,1417,88,100,105
17,34,3761,97,88,110
15,73,1773,92,97,106
20,22,2788,80,97,109
14,81,2260,100,93,104
17,41,2545,92,97,106
14,37,4328,106,99,104
18,66,1207,85,100,106
16,62,2280,98,95,109
15,50,2925,99,102,108
15,42,4222,96,96,104
15,41,7498,88,89,114
19,19,5338,96,96,108
18,52,2575,90,92,105
14,41,6739,97,94,102
16,51,3110,102,96,105
20,55,1849,89,94,106
18,43,3226,103,94,107
15,87,2536,102,93,105
16,29,6553,108,96,103
20,18,5915,95,101,104
11,61,6949,97,96,104
13,48,5730,120,95,102
18,77,1897,94,100,104
18,24,7364,95,98,102
16,75,3473,99,91,107
20,83,1336,91,98,106
19,29,5959,92,96,105
17,92,1673,102,101,103
17,63,3160,104,99,105
17,41,4984,115,93,101
14,92,3145,107,100,104
15,81,3994,97,95,104
23,83,1319,92,93,107
20,32,5653,100,94,105
19,72,2129,101,103,102
16,75,4146,95,94,105
19,58,3378,103,93,105
21,100,1462,98,93,104
21,26,6696,101,99,106
23,33,4471,105,94,106
23,52,3357,94,90,105
21,33,5041,99,98,103
19,58,3839,96,98,103
25,69,1511,91,94,107
23,55,2586,95,97,104
18,83,2692,105,98,107
18,99,5712,97,96,103
16,70,5039,110,91,108
25,23,7220,110,89,109
25,99,1099,90,95,104
27,94,1034,88,93,107
14,63,6657,127,93,102
17,98,7320,121,96,108
17,89,4354,91,100,107
28,53,2560,89,90,110
25,66,7055,120,87,102
19,100,4061,106,93,104
30,97,7379,113,96,103
22,72,4596,110,89,102
28,82,1413,91,94,105
24,95,1859,97,96,106
22,75,5931,115,94,104
22,94,6202,118,97,102
25,51,6384,110,91,104
19,95,3494,103,98,108
19,85,5066,128,95,102
20,97,4033,121,94,103
29,91,1339,92,92,107
24,80,4350,115,93,105
28,92,1544,91,95,109
22,83,5232,112,99,106
17,81,4733,119,102,104
27,50,6432,117,94,107
24,97,5360,120,100,104
24,57,4893,100,100,103
30,40,5552,102,92,104
22,98,3764,112,101,104
19,91,5514,128,105,102
31,92,1229,91,96,107
28,94,1525,94,100,106
29,64,4640,115,95,108
38,63,4813,100,92,102
29,54,5986,113,99,102
29,82,1689,95,103,103
41,73,6276,105,97,108
38,86,5143,108,97,107
31,98,2140,106,92,105
33,97,5230,115,103,104
32,99,2077,105,92,106
31,98,1244,92,100,103
29,79,4153,115,102,103
34,91,3150,105,96,106
31,84,2278,103,96,105
35,95,4998,113,104,107
29,99,1718,97,100,103
48,63,6124,100,97,102
33,94,1466,94,96,106
29,96,2659,110,103,105
36,67,5899,111,105,108
34,90,3176,102,102,103
34,94,1676,93,98,106
34,98,1362,94,95,108
36,67,3895,104,102,102
53,60,5760,92,96,103
50,68,5169,96,98,103
46,36,7113,94,100,104
52,45,6806,95,96,109
39,70,2207,93,98,105
39,95,1053,88,93,108
60,76,5926,94,101,102
39,99,1802,91,98,106
36,95,1343,94,98,110
37,87,1980,93,103,101
49,39,6248,92,100,106
39,93,1817,91,100,106
41,32,3383,91,102,106
58,69,4793,88,96,112
38,73,1434,90,101,110
41,87,1443,88,98,110
43,20,5229,90,102,107
34,100,1556,97,107,106
37,92,1524,92,106,103
36,90,1258,91,106,107
59,59,6044,90,102,109
43,51,1817,87,100,111
48,18,6826,88,101,110
42,78,1439,87,100,114
55,99,3769,89,103,110
47,24,5529,88,104,106
53,28,7171,87,102,113
63,77,5398,89,104,112
52,57,4826,90,106,110
47,63,3412,89,106,110
45,58,2901,89,107,110
40,83,1356,88,105,112
52,74,4280,91,107,114
42,95,1883,89,107,112
40,89,1146,88,106,113
51,36,4865,87,103,117
48,60,1916,84,100,120
41,93,997,86,105,114
51,88,3024,87,105,116
53,42,6834,92,112,112
49,73,2717,86,105,117
43,91,1649,87,107,116
49,43,3120,85,104,120
60,60,5886,89,110,118
42,96,1195,86,107,117
49,44,4655,89,112,113
42,84,1659,88,112,114
44,95,2043,88,113,113
43,98,1476,86,110,117
46,93,1940,86,109,119
50,88,3571,90,117,112
63,96,4046,86,108,121
55,96,3289,86,110,119
52,36,5863,88,115,115
62,79,4479,86,111,119
51,65,3121,86,111,119
56,97,3171,85,108,122
55,84,3896,88,116,115
50,71,3115,87,115,116
62,52,6708,92,114,124
73,53,7368,86,110,124
51,65,4041,92,118,118
67,83,5122,88,115,119
49,33,5749,90,119,117
60,63,5384,88,118,117
46,56,2789,90,116,122
58,98,3407,85,113,122
52,49,6002,94,125,116
57,20,5907,82,105,132
48,80,895,81,105,132
65,62,5813,88,115,124
72,64,5790,83,111,128
72,77,5905,88,121,117
60,96,3718,85,117,121
44,95,1259,85,116,124
51,71,2208,83,112,127
67,58,5674,84,113,128
65,99,3770,83,114,126
61,46,6226,85,119,121
46,59,3044,89,128,114
46,85,896,82,112,130
53,53,3937,86,120,124
52,27,5503,87,120,124
50,73,2994,88,121,125
60,82,3599,82,114,132
68,60,5820,83,119,124
65,82,4268,88,112,140
0,5,7491,267,114,99
5,93,1306,77,95,115
3,37,7455,163,84,114
3,47,468,69,97,106
11,1,5866,111,94,112
2,24,4497,122,90,103
1,53,6794,86,83,101
3,55,1580,86,89,103
4,29,1245,71,84,104
4,50,1270,104,92,105
4,14,5663,77,97,105
4,19,5456,68,90,105
6,8,5540,60,92,106
5,42,1693,82,90,106
6,16,2413,66,99,106
6,83,1292,70,93,109
6,13,7127,99,95,109
7,56,1008,70,101,109
8,13,3029,72,93,106
6,13,7499,84,94,103
5,90,2324,86,94,105
5,58,2869,90,98,102
4,76,3920,130,95,105
7,27,2893,95,101,106
6,39,3445,109,100,105
8,66,825,75,96,105
7,31,7332,84,93,109
8,22,4716,87,96,104
8,21,6648,116,92,107
8,31,3498,97,94,105
8,52,1979,91,97,104
6,33,6813,88,103,105
10,25,3165,93,93,104
8,97,1117,91,95,104
7,46,4235,103,96,105
7,78,2549,98,95,105
10,21,5887,97,92,104
9,78,1575,98,97,105
7,70,2929,97,103,104
8,38,5082,96,97,104
10,36,3544,89,101,105
8,76,2580,104,97,106
11,24,4216,96,95,105
13,37,2367,84,94,107
12,64,1230,84,97,106
12,22,5519,102,92,105
13,53,1294,82,99,106
12,36,2433,90,101,105
10,96,1374,90,100,105
12,29,4323,91,99,105
14,41,1752,83,99,109
12,22,7411,107,92,104
11,33,4330,99,101,105
13,63,1301,88,102,108
10,33,6630,97,99,104
10,53,4880,96,99,104
13,29,4611,93,96,105
13,34,3704,96,99,103
16,22,4557,89,94,105
15,41,2513,89,93,104
17,40,1651,82,96,109
14,77,1605,90,94,104
15,82,1321,94,94,108
15,57,1758,90,103,106
14,33,4103,98,102,108
16,33,3849,99,93,107
15,38,3143,99,98,104
18,19,3891,84,100,107
18,19,5866,96,93,107
16,24,5329,99,100,106
18,24,4619,95,95,106
9,79,5808,105,97,104
16,64,2299,103,94,105
17,25,5362,99,99,106
18,42,2545,91,96,103
16,63,2633,96,95,107
17,21,6643,99,96,104
17,48,2484,94,102,107
12,82,3463,104,98,103
20,42,2490,93,93,107
17,79,2062,102,91,103
17,38,4229,96,94,103
17,56,3236,100,90,107
18,38,3885,96,99,105
11,83,5141,96,95,102
19,54,3067,94,92,106
20,97,984,87,95,105
18,57,2255,97,100,103
20,31,4205,97,99,107
20,47,3524,93,91,108
24,39,2084,86,93,107
18,45,3947,104,96,107
21,72,1735,90,93,107
14,56,5013,125,94,101
23,54,1577,86,101,107
21,93,1318,89,97,108
21,99,1163,92,95,103
19,31,5867,98,98,106
21,57,2758,92,94,107
24,65,1561,89,95,107
15,100,3173,96,93,102
21,44,3878,94,96,102
21,71,2407,103,92,104
20,39,5001,108,95,103
21,97,1788,104,87,107
17,89,2773,107,93,104
20,65,2550,97,100,107
23,100,1171,91,97,103
17,99,2650,102,98,102
17,78,3934,94,96,103
19,95,2206,107,97,103
18,68,3617,106,98,102
21,98,1772,94,97,104
16,83,6459,102,96,104
37,96,7070,89,96,108
25,59,2081,94,99,103
15,99,7082,113,98,102
18,92,5186,103,94,104
20,99,2022,102,100,104
18,98,4463,99,97,104
18,63,4341,112,98,104
14,100,6453,112,101,105
18,100,5849,119,95,103
24,96,1713,98,95,106
23,97,4091,91,97,106
28,57,2409,97,92,102
26,96,1222,94,98,108
20,87,3219,97,96,102
21,99,3546,107,93,103
20,97,7369,125,102,106
28,82,1713,93,93,104
29,100,6204,118,97,103
29,76,1344,90,99,106
25,91,2455,96,92,106
21,91,4892,114,99,105
22,87,4205,113,97,103
30,96,1162,91,94,104
27,97,1571,98,94,105
24,63,4876,122,95,102
47,74,6126,92,90,106
24,89,3002,103,97,106
30,100,2150,97,90,103
21,100,4127,123,101,103
47,62,6441,93,90,104
25,99,2335,100,98,104
24,98,2813,101,101,105
24,98,3061,110,99,105
29,88,2039,94,94,108
23,95,3244,105,105,101
32,99,1293,95,91,107
27,98,2341,108,96,104
29,100,1537,95,98,103
33,88,1023,86,100,110
34,77,3485,100,96,106
34,96,1053,88,95,109
32,40,4500,107,97,102
29,98,3138,102,103,105
30,90,1604,96,103,101
50,93,3931,92,91,102
36,97,1940,97,92,105
34,99,1731,94,95,104
35,93,2468,97,98,104
35,82,2915,103,97,105
48,74,4437,93,95,102
36,96,1270,92,93,105
29,88,2223,107,104,102
39,76,1784,92,93,105
38,99,1814,92,94,110
34,81,1941,94,100,106
36,100,2091,95,99,107
37,98,1758,94,98,103
35,100,1412,93,97,108
34,93,1739,94,102,103
37,87,1485,91,98,106
40,89,1181,88,93,110
47,32,5293,90,96,108
40,98,1017,86,94,108
40,63,2838,93,102,103
62,51,7462,90,98,108
35,95,1493,97,102,108
41,59,4623,101,107,104
41,95,2005,90,100,106
39,91,1848,91,102,106
41,52,2870,91,103,107
42,76,2099,90,101,108
50,100,3545,92,103,108
41,60,3622,98,106,111
38,81,1601,90,104,108
48,47,4088,89,102,110
39,91,1063,88,101,112
44,82,2462,89,103,111
40,81,1277,89,102,111
57,98,4026,89,103,110
49,69,3769,90,105,108
61,60,6352,90,106,110
42,90,1586,88,103,111
51,41,4747,87,102,114
40,77,1358,89,106,110
45,28,3990,89,106,109
44,82,2140,88,105,110
45,91,2450,89,107,110
48,75,3326,89,108,111
42,88,1847,88,107,112
51,94,3360,89,108,111
40,84,1608,90,111,110
41,60,1681,89,109,112
39,99,1692,91,113,109
42,93,1634,88,108,114
45,46,3706,92,111,113
48,89,2145,85,104,120
42,95,1841,89,109,116
51,70,2702,84,103,121
69,64,6400,87,108,116
63,38,7498,85,106,118
63,65,5076,85,105,121
45,98,1570,85,106,120
42,97,1631,87,112,115
49,22,4679,86,108,120
44,90,1636,86,110,117
60,46,6657,87,113,115
50,79,3587,89,116,113
45,98,1479,85,108,121
42,76,1254,84,111,125
52,34,6181,88,116,114
48,67,3763,90,120,112
42,98,1439,87,113,118
53,53,4635,87,117,114
49,97,2008,83,108,124
58,48,5701,87,113,121
53,36,5166,87,112,122
46,27,4513,88,120,114
56,33,5523,84,110,125
58,43,5745,86,114,120
49,83,1666,84,106,132
49,31,4775,86,117,121
55,95,3004,85,112,125
58,93,4077,88,120,118
46,92,2737,90,124,115
53,88,2915,86,115,123
45,97,1682,85,117,120
60,66,4663,87,115,124
45,88,1920,87,120,119
53,33,5908,88,118,123
48,100,2231,87,119,121
66,73,5424,89,117,128
64,96,4677,89,127,115
55,72,4273,88,125,117
47,98,2414,89,122,122
56,88,3331,84,119,123
65,85,4440,84,119,124
46,58,2243,88,121,125
48,18,4690,89,120,126
51,18,6340,87,117,132
61,71,3537,80,112,131
47,82,1580,88,121,128
0,96,7500,76,102,97
3,35,6292,121,102,114
2,42,7487,85,84,103
3,2,7500,79,93,105
4,13,1793,74,97,106
2,45,2214,125,89,102
4,30,1094,37,84,106
4,27,2215,61,85,105
2,84,5917,122,82,111
5,20,4307,85,104,103
3,35,4998,81,92,105
2,28,5909,65,99,103
6,10,3329,64,102,109
5,17,5829,108,100,106
5,57,732,65,92,104
4,31,5267,116,92,104
7,9,4929,68,94,106
5,100,1094,79,88,103
7,32,1229,68,97,105
8,20,2818,65,95,109
7,82,493,76,96,107
8,15,5183,89,95,111
8,14,3394,80,102,107
6,36,5332,103,91,105
7,16,6468,88,94,104
7,57,1475,91,94,105
4,48,7499,101,90,102
7,47,3838,108,91,107
7,28,4947,87,94,104
8,37,3160,91,92,105
7,99,1060,91,99,105
10,28,2632,91,96,106
8,87,1647,91,93,104
10,10,7494,90,99,104
8,92,1705,96,92,106
7,77,3681,94,93,105
8,98,1226,90,97,105
11,16,5126,89,96,106
8,65,2727,96,101,104
11,90,1016,87,88,107
9,58,2361,94,99,106
8,66,2596,101,99,104
12,23,3468,85,97,106
11,67,1598,87,91,105
10,67,2824,99,90,106
12,25,4093,95,94,105
12,41,2077,89,99,107
11,31,3675,100,104,106
10,75,2099,109,91,104
13,22,4474,94,96,106
11,52,3258,105,98,107
11,40,4343,104,95,105
13,20,5726,93,99,104
11,70,2441,91,100,104
14,93,847,78,97,108
13,78,1320,89,100,107
13,49,2882,103,94,107
12,79,1944,93,98,106
13,24,6762,106,94,105
14,68,1633,89,96,106
12,84,1808,99,101,108
15,21,6124,94,94,107
15,66,1478,86,99,107
16,47,2607,92,93,106
14,79,1496,94,101,104
13,73,2305,103,94,105
18,38,2667,89,90,104
17,77,1272,88,94,107
15,40,3633,101,94,106
16,62,2045,92,98,107
17,88,1231,88,93,106
15,85,1329,93,102,105
10,61,6014,96,99,103
21,21,4139,87,92,107
16,90,1384,91,100,107
15,28,5801,102,101,106
17,66,1909,98,97,103
19,41,2627,91,96,107
16,73,1695,92,102,104
15,57,3686,101,95,105
18,42,3663,95,94,105
20,54,1769,88,95,106
11,80,5830,91,94,104
15,82,2384,103,99,106
19,94,1067,88,99,108
17,85,1787,100,97,105
19,37,3642,98,100,107
9,80,6233,113,97,104
20,73,1715,94,95,104
16,31,6845,107,101,101
22,67,1527,90,91,105
20,88,1410,96,95,105
19,83,2057,102,93,109
19,97,1729,101,92,105
14,98,3723,94,92,101
20,84,1642,98,96,105
20,95,1416,96,95,105
14,50,5985,112,102,103
21,91,1272,91,98,105
15,42,6691,109,98,103
18,89,2771,94,92,106
19,91,2240,98,93,104
13,100,3976,99,97,102
22,99,1101,90,99,103
18,57,3917,103,96,106
19,89,2240,98,98,106
22,82,1810,99,94,107
19,99,2142,102,96,104
21,34,6189,102,95,106
22,83,1813,94,96,106
20,47,3563,101,103,103
23,73,1568,90,103,108
15,99,5895,108,94,102
22,78,6682,97,94,102
19,100,3935,100,89,106
23,95,1897,98,91,105
25,99,1094,90,99,106
20,89,2766,101,91,104
17,98,6084,103,101,102
24,94,2164,96,86,105
19,98,2441,114,97,109
18,79,4123,93,102,107
18,97,4291,102,97,104
25,94,1412,95,99,106
21,80,7316,125,95,104
21,84,5505,114,94,106
29,39,2775,91,100,105
23,100,3503,112,89,107
30,77,1202,87,94,108
22,100,3642,106,94,105
22,94,2161,101,102,106
30,100,1043,89,91,106
24,100,1748,101,98,106
25,99,1723,98,97,107
21,83,4712,117,97,104
24,100,3168,104,95,103
21,91,4682,98,107,103
27,82,5349,114,96,105
22,100,3530,107,100,104
34,100,936,87,88,109
25,69,4505,119,95,105
30,98,1085,89,97,109
26,84,2684,107,93,105
27,78,2135,94,98,109
34,65,6813,104,101,106
26,49,5978,116,99,104
25,100,1803,104,102,104
28,100,1980,99,95,105
32,83,1217,89,99,109
32,95,1060,88,98,107
28,60,3370,98,100,105
31,85,4497,116,99,103
29,99,1820,98,96,104
32,79,3306,103,98,104
41,50,5418,101,93,104
35,98,953,87,94,109
34,80,1515,92,94,105
39,52,5557,99,98,102
47,79,6171,107,100,106
33,76,3273,99,100,107
33,82,1459,93,99,103
35,70,1549,92,99,104
37,99,2359,95,96,102
34,91,2054,101,96,106
38,94,1955,93,94,103
34,94,1291,93,96,107
34,97,1850,98,98,105
41,24,3844,89,96,109
37,86,1402,92,95,107
38,92,1158,89,93,107
40,51,2176,90,95,107
43,55,4696,99,100,107
46,63,4112,93,97,106
40,41,2617,90,99,105
35,96,1675,96,101,105
44,64,4725,97,104,101
53,50,6543,93,99,108
48,50,3850,89,96,107
39,85,1099,87,99,108
38,77,2313,93,103,108
41,82,2148,90,100,108
38,85,1541,92,102,106
42,90,2437,91,101,105
46,83,2844,89,100,107
36,92,1311,91,104,106
39,77,1381,89,101,107
43,84,2008,88,100,110
58,68,5789,92,105,107
37,87,1619,92,106,106
37,66,2200,94,109,106
54,89,3248,86,97,115
44,94,2184,89,103,110
40,74,1826,90,106,108
47,83,3370,90,106,108
61,95,4295,88,102,113
42,18,7208,93,112,103
48,44,4024,88,103,113
51,83,4022,91,109,108
41,62,2211,90,109,108
44,87,1836,87,103,115
49,77,3659,90,110,108
67,83,5405,88,106,113
45,31,3644,89,108,111
38,98,1111,89,109,110
43,71,1269,86,104,116
48,36,4095,87,106,115
48,58,3855,90,111,110
51,27,6947,88,108,113
48,70,1805,83,100,122
46,99,2119,87,108,114
54,33,6490,87,107,117
48,80,3361,89,114,111
45,69,2197,87,110,114
44,48,2880,90,114,111
47,23,4542,88,109,117
47,90,3020,89,115,112
63,75,5455,89,115,112
46,76,1732,86,107,121
68,48,6924,84,105,124
52,39,4441,85,109,118
48,60,3459,88,115,114
72,61,6162,83,105,124
56,70,4483,87,114,115
40,89,1641,89,119,111
43,75,1645,86,115,116
52,74,3005,85,110,121
40,90,1199,89,116,117
57,89,3839,88,114,120
48,86,2594,88,116,117
60,94,3181,82,105,127
50,72,4124,90,124,111
60,41,5933,85,111,124
48,40,3649,88,116,120
68,64,5902,85,113,122
59,79,3667,84,111,124
42,81,1919,90,123,114
54,42,6106,90,120,119
54,99,3209,87,118,119
44,27,3806,89,125,113
67,74,5148,86,115,123
45,52,1683,86,117,122
59,59,5194,87,119,120
46,92,1389,85,112,129
43,81,983,84,117,125
60,79,4453,86,122,118
58,36,5860,85,115,126
44,39,2686,89,126,116
61,45,6074,85,117,126
64,84,4138,84,114,131
65,65,5608,86,121,123
53,66,3219,87,116,129
71,87,5733,91,126,123
63,45,5946,82,115,130
53,75,2234,82,114,127
48,88,1585,83,118,124
0,0,10,219,97,103
6,20,3142,72,94,114
4,7,5317,67,103,107
2,79,321,98,101,104
3,21,7472,78,86,106
2,86,2336,90,91,105
3,68,785,45,91,104
1,56,5831,133,89,102
2,76,1758,110,96,102
5,56,2324,68,95,113
3,30,2706,94,101,104
4,28,6174,88,91,102
6,44,752,77,95,108
3,96,2067,93,100,104
6,75,919,101,103,110
6,21,3601,73,91,106
6,46,1809,77,94,107
5,49,2749,97,102,108
5,68,3411,83,97,107
7,13,6200,96,96,106
6,74,1456,87,95,106
4,81,3434,107,92,105
6,20,7499,117,93,107
7,21,4773,92,97,105
8,89,608,76,95,105
8,96,621,79,94,105
8,59,1276,84,87,104
6,50,4860,86,93,106
8,57,1931,84,91,105
8,37,3902,85,95,106
9,96,899,84,90,105
8,30,5944,98,91,105
9,95,693,80,101,105
8,24,7157,97,93,105
7,61,3697,105,100,106
8,56,3561,97,91,107
9,90,1212,86,94,105
8,87,1840,98,95,105
7,24,7500,98,105,102
11,49,1775,89,96,105
7,100,3298,103,90,109
11,44,1877,85,103,105
11,80,1263,96,99,109
9,27,7435,101,94,106
10,44,3907,107,94,105
11,38,3112,100,97,107
10,38,3829,101,98,104
12,24,4944,95,90,104
9,31,6796,114,97,104
12,70,1552,94,100,107
11,21,7278,108,98,107
16,27,2608,84,92,108
10,45,4667,92,96,103
15,25,3005,84,99,108
13,35,3356,96,99,105
10,74,2963,101,98,107
13,53,2588,101,95,107
13,84,1332,90,101,105
13,30,5588,101,94,104
15,81,1120,88,93,107
16,35,3117,94,92,109
16,31,3574,94,90,106
15,61,1576,88,100,106
12,47,4454,93,98,104
16,45,2125,89,99,105
14,95,1365,90,100,104
15,37,3855,97,99,106
15,33,3991,95,99,105
13,32,6251,106,97,105
14,67,2271,105,96,103
20,37,2134,84,93,108
17,24,5041,95,93,103
17,24,6218,95,94,104
15,92,1736,93,97,104
17,22,6019,92,96,104
15,62,2615,94,99,104
17,29,4545,98,102,105
11,90,3844,104,98,103
17,88,1201,90,101,106
15,71,2625,101,97,105
17,72,2233,95,95,105
15,47,3562,94,104,102
18,32,4478,90,103,108
20,77,1336,89,94,105
19,78,1397,91,97,104
19,95,857,84,104,108
16,48,3788,104,101,106
19,41,3697,95,93,104
12,93,4718,90,92,108
17,87,2187,99,92,107
15,47,6537,95,92,103
11,99,7352,91,93,103
15,96,2347,113,96,104
18,88,1856,103,97,102
21,90,1212,90,96,104
23,39,2801,93,96,108
18,59,3814,101,92,105
21,100,1094,90,99,103
14,93,3714,98,94,102
19,33,5653,99,97,105
20,97,1701,96,91,103
24,68,1388,88,96,106
18,41,5775,98,97,102
24,19,6237,94,98,103
15,98,6710,100,94,107
20,35,4984,107,99,105
15,49,6436,104,99,103
17,93,2306,111,103,103
17,83,6238,100,92,107
22,78,1891,90,98,109
16,100,6996,106,96,102
16,58,5309,111,98,101
13,85,5363,118,93,107
17,95,2376,107,104,104
23,48,3333,104,94,101
20,95,1974,100,99,103
16,100,5394,104,97,103
26,86,1369,92,94,106
15,100,5798,103,101,102
16,99,6011,101,103,103
17,98,7375,119,98,104
18,86,7039,114,98,106
18,97,6024,116,97,104
17,100,3639,96,101,106
19,88,6272,127,94,103
19,75,4580,126,89,103
20,80,6302,122,95,104
22,80,2775,98,95,109
22,100,4023,108,94,102
24,93,1694,102,97,104
21,84,2732,105,99,103
27,84,1401,93,100,104
27,95,1193,89,101,108
27,98,1514,95,93,103
22,77,4412,114,95,104
26,90,1610,99,99,104
20,76,5177,118,100,105
26,91,1519,95,102,103
24,79,2714,99,98,109
30,68,5721,111,95,102
25,66,4332,117,95,101
47,77,7018,108,93,101
34,84,5256,112,95,101
34,61,5073,111,92,101
29,90,1738,94,95,101
29,95,1534,96,97,102
23,77,3933,113,101,107
34,92,1062,88,93,107
32,92,4809,111,100,105
25,100,2975,113,99,102
33,27,7174,111,94,109
20,73,4834,127,107,106
32,42,4559,104,96,102
35,90,3633,97,98,105
31,34,3984,100,102,105
30,79,2825,98,100,103
30,80,3692,109,101,105
35,50,2826,98,94,102
39,59,5135,104,97,105
38,53,1686,87,96,107
34,56,2678,98,96,107
36,93,4070,109,101,104
32,99,2048,101,98,108
41,73,6344,107,105,110
36,99,1836,90,96,107
31,96,1865,105,99,107
40,100,3032,91,99,110
36,73,2345,99,98,107
51,58,6515,99,99,106
36,98,1067,89,98,112
49,62,4073,90,94,104
39,100,1140,89,92,109
36,99,1119,90,99,109
35,77,1669,95,101,103
47,94,3097,90,97,107
52,81,4415,92,99,107
39,77,1683,92,97,112
35,95,1326,92,101,107
39,85,1578,90,98,108
38,99,1105,89,98,108
44,16,6814,90,99,107
40,91,1504,89,99,107
37,88,1274,90,102,104
54,100,3963,91,102,106
47,48,4103,90,100,109
39,100,1046,88,100,107
50,68,4336,91,104,107
46,87,3133,91,105,104
40,85,1491,89,101,110
43,91,2126,89,102,111
39,95,1646,90,105,106
40,97,1207,88,101,112
47,80,2586,87,100,112
42,88,1080,86,99,116
41,100,1322,87,102,114
47,87,2730,88,104,110
43,93,2687,92,109,108
42,42,3095,91,110,107
41,62,1973,90,108,110
44,26,4210,90,109,104
46,74,3134,90,109,109
44,82,1753,87,103,115
47,84,2320,87,103,117
42,53,2464,90,111,108
49,83,2235,84,101,119
56,35,6940,88,105,116
47,70,2840,88,108,112
53,95,3124,86,105,116
57,68,4741,88,109,113
53,82,3506,87,108,114
44,90,1761,86,107,117
48,68,3736,92,113,113
46,52,2434,87,109,114
44,78,1897,87,110,115
41,74,1728,89,114,112
51,63,2900,85,105,121
48,20,6491,88,112,114
61,51,5591,85,106,121
53,47,5693,90,115,115
49,63,2873,86,110,118
48,32,4345,87,113,115
47,90,2059,86,110,119
48,88,1187,81,102,127
59,97,3479,85,107,124
54,48,6109,92,119,114
55,68,4602,89,119,112
62,88,4411,87,114,117
69,63,5671,84,107,126
51,67,4278,90,122,110
55,76,3386,84,111,122
42,82,1665,88,118,116
58,54,5498,88,116,119
48,91,2351,87,115,120
53,35,4923,86,114,121
61,100,4174,89,119,118
60,68,5151,88,120,116
67,81,5559,89,123,114
61,98,4217,90,117,124
46,100,2451,89,122,116
57,79,4181,88,121,117
69,58,5434,82,108,130
57,84,3806,86,119,119
49,93,3175,90,126,116
45,59,2148,88,122,119
64,81,5136,92,120,125
63,99,4158,87,121,120
56,83,3881,87,123,119
63,74,4861,87,120,122
49,96,2178,85,118,124
44,93,1588,87,121,123
59,74,4131,85,121,120
