invert,sepia,saturate,hue-rotate,brightness,contrast
64,54,3149,75,101,142
77,52,7465,83,117,126
50,94,2147,84,120,124
48,86,1654,85,119,121
0,3,7488,126,99,103
2,12,7497,28,104,104
1,20,7497,78,107,102
2,79,1743,90,94,105
3,6,6989,50,84,104
1,49,3855,88,102,101
5,38,4910,98,87,117
5,17,6091,120,96,111
1,88,3406,92,106,101
4,16,5963,77,97,106
5,21,2065,64,93,105
8,26,806,71,95,114
6,66,438,60,95,108
6,41,599,97,92,110
5,13,7159,83,97,106
4,67,2787,91,93,103
5,69,2658,78,94,109
8,7,5738,69,94,108
6,15,6818,104,99,106
6,22,7499,85,98,107
7,21,4126,98,98,109
6,72,1585,91,95,106
6,94,1403,103,93,106
5,69,3308,105,92,104
8,58,979,77,90,105
9,24,1813,73,96,106
8,31,2790,80,96,105
8,14,7385,104,97,107
7,68,1931,88,94,103
6,46,4821,96,92,104
9,49,1220,79,101,105
9,70,1197,84,99,108
10,17,4991,79,96,107
8,73,2464,89,92,104
7,84,1717,98,99,105
10,96,880,82,92,106
9,99,1823,94,92,109
11,39,2156,82,97,107
11,34,3017,98,93,106
10,31,4810,91,93,105
11,64,1277,88,99,108
11,48,1807,89,97,105
15,56,707,71,90,110
10,82,2087,98,92,108
10,27,4573,107,104,108
12,52,1895,89,99,107
9,87,2191,96,94,103
11,47,2403,98,97,104
12,25,4023,91,100,104
13,26,4126,96,94,105
10,35,5939,97,93,103
14,48,2572,93,89,108
13,53,2140,93,95,104
15,19,4804,92,95,108
10,97,1965,99,96,104
14,46,2388,93,100,109
15,20,4872,90,94,104
13,19,7317,102,95,105
11,87,2562,100,93,104
15,27,4437,96,95,106
11,94,2270,97,93,105
11,64,3006,101,100,105
13,66,2579,106,92,102
16,23,4773,92,96,107
16,49,2368,92,95,105
16,31,4029,96,96,107
15,30,4445,93,98,105
19,28,2970,87,95,108
9,86,5090,106,94,103
16,27,4455,97,98,105
16,81,1400,90,95,107
13,80,2462,100,98,105
14,43,4720,104,94,105
17,28,4073,94,98,103
17,46,3717,98,90,109
20,31,2721,87,97,105
15,45,4205,106,95,104
16,54,2457,100,102,104
17,36,3657,97,99,104
18,21,6993,100,92,106
17,44,2831,95,104,104
16,79,2240,97,94,106
15,72,3378,107,89,103
16,63,3029,102,97,106
21,36,3395,97,90,106
12,49,7499,100,95,107
21,50,1934,89,95,106
16,81,2663,101,96,104
15,80,3060,98,93,103
14,74,4852,95,93,106
19,38,4259,103,95,110
14,45,7499,96,98,103
16,78,2567,102,99,104
22,44,2216,89,102,106
20,45,3950,102,91,106
15,95,2825,103,99,104
15,53,6467,92,96,105
19,80,2567,96,92,101
19,50,3460,95,99,105
16,90,2503,103,98,103
19,74,2756,98,95,108
17,89,2789,104,95,104
18,34,7411,94,96,104
17,97,2296,106,95,105
19,98,2180,102,91,108
17,74,3706,95,100,104
17,37,7105,100,103,104
15,96,5897,98,95,104
18,62,7180,109,85,101
18,99,2693,97,95,103
19,100,2164,105,92,102
19,87,2267,106,103,106
15,96,3712,95,102,104
25,91,1392,94,93,107
14,77,4736,129,98,105
13,96,7018,105,102,105
17,87,4728,95,96,103
17,100,4962,107,94,105
28,95,7099,101,97,103
16,99,4634,94,102,107
30,100,7342,102,101,106
26,98,6158,95,101,106
24,91,1957,95,92,106
18,71,5549,103,98,102
22,69,6800,118,93,107
22,99,2015,96,96,104
20,97,4710,105,97,104
24,100,1605,99,96,109
22,82,5232,114,95,101
24,43,6973,106,93,105
25,82,1912,98,100,105
23,99,5121,123,95,107
26,95,4499,120,92,106
25,97,1851,94,97,106
22,72,5203,109,99,103
23,99,4698,118,97,107
23,97,2113,96,100,103
33,97,4807,117,92,103
26,99,2498,102,92,105
22,98,2908,118,95,102
29,55,4884,105,94,102
21,91,3792,104,104,105
34,57,1880,91,92,104
30,96,3387,103,95,101
28,97,4153,119,97,102
24,97,4035,111,103,106
29,83,2868,101,95,105
25,87,2624,101,100,102
27,71,3961,103,101,104
33,83,1783,94,91,101
32,94,3373,110,95,104
26,94,2618,105,101,103
35,99,930,86,95,108
34,65,3229,96,95,105
40,100,4573,96,101,103
29,91,1756,93,99,106
33,99,2031,94,96,102
29,79,2191,98,100,109
29,100,1733,100,98,105
31,47,6901,115,104,108
31,93,1336,92,102,105
34,100,1007,88,99,106
33,30,5693,104,101,102
39,67,2001,92,93,104
36,48,4103,98,101,101
34,84,1804,98,96,111
38,100,1196,90,91,108
38,63,2179,93,96,104
34,48,4136,105,103,103
35,92,1864,96,99,106
38,99,1125,89,93,109
31,83,2427,102,106,103
37,54,4990,104,106,103
39,90,1377,91,94,109
38,70,1708,92,98,104
39,93,1280,89,96,107
48,34,4328,88,94,110
44,29,5493,92,100,105
39,98,980,87,95,109
37,100,1029,89,100,106
41,33,3880,93,103,104
57,92,4647,92,102,105
37,86,2539,97,107,105
51,70,4280,90,101,107
42,100,1213,86,95,114
40,79,1843,91,103,107
42,73,2052,89,101,109
39,88,1450,90,102,107
42,71,1871,89,101,113
43,100,2063,89,102,111
41,100,1112,87,99,113
52,55,4712,89,102,111
46,64,2253,86,99,115
58,65,5506,91,104,112
46,83,2825,90,104,112
46,91,2165,87,101,114
38,99,1132,91,103,116
54,47,5943,90,106,110
46,78,2486,88,104,113
48,77,2467,86,102,115
53,18,7441,85,100,119
42,89,1440,87,104,115
37,97,1778,93,116,104
66,96,5119,91,110,112
45,35,3743,89,109,111
43,57,2446,90,111,109
43,47,2109,88,108,114
50,61,4176,90,112,109
46,83,2349,89,105,120
43,68,1798,87,108,115
48,89,2522,86,107,116
46,38,3093,87,108,117
53,65,3796,86,107,118
50,30,5160,87,109,116
46,79,1531,84,103,122
58,86,4342,88,114,111
68,55,6442,85,106,120
51,39,6920,94,117,114
48,50,2995,87,110,119
46,58,3066,88,115,113
51,100,2942,87,112,118
42,63,2419,90,119,111
51,100,3434,89,119,110
50,55,3899,88,116,114
50,92,2070,83,107,123
43,97,1158,85,111,120
50,92,3058,90,115,118
65,93,4770,89,116,118
46,52,3075,88,116,120
47,66,2685,87,117,116
60,89,3405,83,107,127
65,49,7441,88,118,117
70,56,6385,84,111,124
50,50,4935,90,124,111
49,100,1848,84,110,125
58,97,2858,82,107,129
51,33,6593,90,123,116
60,32,7053,84,112,127
59,74,4816,88,122,115
66,51,7232,87,120,118
58,87,4338,89,125,114
49,64,2725,86,118,121
71,69,6344,85,120,124
68,65,7396,100,124,128
61,50,4744,82,111,129
51,98,2564,85,119,121
54,69,3736,87,121,121
58,61,3777,83,113,129
48,34,4040,88,125,119
54,58,4692,89,125,120
52,37,6781,90,130,116
71,50,6957,83,116,127
70,56,7001,88,123,122
61,35,4487,79,107,136
52,29,4890,85,123,120
0,100,15,270,99,103
5,17,1400,88,103,112
1,62,1448,61,96,101
8,16,1299,94,101,121
7,39,1045,45,88,115
8,15,2288,86,88,118
2,98,7315,137,81,107
3,35,2296,78,98,104
3,41,2508,94,92,103
2,27,4320,139,89,103
5,69,1609,112,83,110
5,8,7206,84,99,106
6,18,2324,62,102,108
5,29,2993,93,91,106
2,62,5027,128,90,102
2,79,7002,89,102,101
6,15,5924,74,99,106
5,26,4209,95,98,106
5,41,4565,121,96,106
7,15,7499,110,97,109
6,24,5908,105,90,105
8,11,5576,81,97,106
6,65,1859,91,91,105
7,80,720,75,94,105
6,27,5935,97,101,105
8,30,1445,76,103,106
7,85,777,79,101,105
7,89,1097,92,98,105
9,90,640,78,96,107
7,84,1828,101,95,105
8,73,1546,93,94,106
7,55,1917,95,105,105
8,74,2051,99,91,105
8,33,6044,101,90,105
9,32,4094,105,93,105
7,60,3223,105,95,104
10,92,847,85,97,106
12,48,1210,81,91,109
10,23,5491,100,97,105
10,33,3597,101,90,104
12,21,6289,86,93,112
8,74,3121,95,95,105
11,30,4147,103,93,109
11,55,1655,86,95,105
8,95,2064,106,98,105
14,20,3842,86,91,107
10,57,2765,98,96,106
12,54,2111,88,94,105
12,50,2824,95,94,107
12,40,3121,100,92,104
11,74,1621,100,102,106
15,28,3312,89,91,106
12,25,7354,93,94,104
14,20,5329,93,95,106
11,44,3884,97,98,106
13,39,3060,100,99,107
13,44,2697,98,103,107
11,69,3052,102,95,105
12,89,2027,102,89,106
14,29,5435,98,94,105
16,20,6141,94,89,106
13,37,3890,100,102,105
13,65,2618,95,92,104
12,41,4542,110,95,103
13,80,2177,94,99,105
16,39,3530,91,93,105
15,57,2563,96,91,106
14,58,2594,99,97,106
13,53,3094,102,102,107
19,84,966,82,92,110
14,42,3876,92,104,106
12,50,4663,107,98,105
10,93,3762,101,101,103
18,69,1392,89,93,106
16,40,3625,96,99,108
15,53,3446,97,94,105
14,89,2208,103,98,106
16,94,1339,96,101,104
16,79,2003,97,98,108
19,49,1980,89,99,109
17,86,1730,97,95,106
21,70,1164,84,94,108
11,97,4321,106,93,105
16,91,1861,96,98,107
17,27,6650,101,99,104
18,58,2812,96,95,108
20,21,5631,95,100,106
19,56,2602,99,94,106
15,50,4472,116,94,102
18,83,1785,102,97,103
16,62,3427,104,97,104
18,56,3209,101,96,108
15,55,5252,94,97,104
18,93,1967,99,95,107
23,43,2245,89,97,107
19,29,6264,103,97,105
19,62,2123,94,104,105
19,47,3903,101,96,105
19,81,2303,101,94,107
18,90,2644,106,88,103
21,94,1459,94,97,105
24,40,2870,91,94,104
20,62,2907,104,94,103
20,92,1825,94,98,104
16,72,4354,97,99,105
17,80,3138,119,93,105
18,70,3167,102,101,107
21,93,1496,98,100,104
26,92,894,84,93,110
21,73,2275,95,101,103
21,59,3080,103,96,105
18,100,2377,103,100,104
20,92,2470,100,92,101
23,54,3023,98,97,103
21,88,2365,101,94,103
21,99,1975,102,95,107
24,97,1341,95,97,106
17,95,3043,93,105,103
17,95,3894,100,94,104
22,91,2046,92,100,106
27,66,1831,95,93,106
28,95,996,87,94,110
18,99,4684,104,97,104
19,99,2269,100,103,105
23,65,6436,118,90,108
26,95,1422,93,94,105
20,96,6098,115,98,102
21,99,1893,104,103,105
19,100,4487,104,100,102
24,67,5133,114,91,105
22,79,5783,119,95,107
24,95,2676,93,94,107
28,99,1003,88,102,108
23,87,3470,102,95,107
24,99,1918,108,96,106
27,99,1750,98,88,109
29,47,5606,114,90,106
29,94,1216,91,98,104
27,99,1129,91,105,106
33,78,1645,93,87,104
32,72,4737,111,92,104
25,92,3154,101,98,103
27,64,3884,114,93,107
40,31,7499,103,87,103
30,84,3822,104,96,103
32,98,1318,92,91,101
37,73,3705,89,92,112
28,86,1955,93,97,108
28,63,6656,121,102,108
35,100,1721,99,86,107
30,100,3018,107,97,105
28,100,2251,95,100,103
38,40,6368,100,95,102
28,77,3623,111,101,103
36,96,3015,101,94,103
30,100,1310,94,102,102
40,32,3388,91,90,102
32,79,2265,102,97,103
30,94,1899,106,97,103
38,90,1992,93,91,103
34,91,1419,92,94,105
51,90,4209,93,93,103
39,98,2135,94,92,106
39,79,1737,91,92,106
29,82,2708,111,103,107
38,73,2302,94,95,102
32,75,1854,97,102,104
42,32,5503,93,97,104
40,90,2124,92,94,105
38,88,1387,93,93,106
38,84,1224,89,94,107
36,95,1740,93,99,102
42,76,2745,92,98,106
35,98,1160,91,100,105
38,98,1263,90,95,109
40,95,1888,90,97,109
42,44,2206,89,96,108
42,63,2645,91,98,106
51,80,4392,92,100,110
40,87,1089,87,96,111
43,42,4877,96,103,107
45,28,5215,90,99,110
59,97,4626,91,102,105
42,80,1404,88,98,104
38,90,1290,90,100,110
37,95,1251,91,103,107
43,86,2198,89,100,110
43,90,2297,89,102,111
40,93,1087,88,99,112
51,51,4527,89,100,111
43,85,1793,88,100,111
44,22,5172,90,104,110
39,95,1354,89,104,110
39,95,944,85,105,115
55,54,5009,87,101,113
53,86,3082,85,99,115
48,89,1796,83,96,122
50,41,4611,88,104,112
42,66,2358,90,107,110
47,99,1888,85,99,118
38,100,1133,89,108,110
41,100,922,86,103,114
52,87,3427,88,105,114
56,73,5317,91,114,106
38,91,1304,90,111,110
41,87,1212,87,106,116
44,58,1680,86,106,116
59,90,3723,85,103,120
41,95,1669,88,110,113
41,94,1015,87,107,116
47,65,3247,89,112,111
55,73,4583,90,112,114
62,64,4598,83,101,123
52,49,4239,86,108,118
50,61,3722,88,112,114
69,70,6187,88,111,116
39,97,1378,89,116,111
65,76,5345,88,113,114
46,85,2154,87,112,115
65,96,3958,84,105,123
57,30,6020,84,106,122
65,83,4821,87,111,118
65,75,4521,85,105,126
74,91,5373,87,113,118
58,73,3932,85,109,122
49,25,6889,90,118,115
53,48,5406,87,118,115
38,99,1121,87,117,122
50,74,3095,87,115,119
55,48,5751,89,118,117
48,96,2839,89,120,114
41,99,1468,88,119,116
48,90,2457,87,116,119
53,50,4790,88,119,115
50,38,5600,90,122,115
44,95,1759,87,118,119
60,41,5512,84,109,128
50,20,6715,89,116,124
40,84,2240,92,134,106
66,42,7369,85,113,125
48,93,2565,88,120,118
56,86,3599,87,118,122
55,98,3233,86,119,120
48,60,3283,88,122,120
50,74,2322,84,113,128
53,61,4067,88,121,122
48,80,1999,85,117,124
49,99,2152,84,116,129
49,95,1803,84,112,132
57,87,3280,85,115,129
47,67,2244,88,120,125
69,43,7195,83,113,132
66,64,5345,86,120,120
62,61,6250,90,133,112
53,91,2438,83,118,125
0,95,19,10,96,100
6,16,2404,79,98,109
4,63,255,81,82,107
4,18,4211,135,103,112
6,61,838,42,90,113
5,8,5354,114,96,110
1,94,4440,105,97,101
3,16,5984,104,95,105
4,23,2877,88,96,105
2,31,6814,145,86,103
3,28,3431,92,101,103
7,62,505,67,93,110
5,14,5272,102,98,106
4,15,4683,83,98,103
5,13,5894,72,106,107
6,22,3997,91,97,107
7,47,1952,78,90,109
7,13,4726,94,94,107
8,46,712,73,94,108
7,32,3119,91,91,108
8,14,3260,82,94,107
4,71,2970,120,98,104
5,47,3519,112,97,104
7,60,1638,81,98,108
7,53,4031,82,95,110
8,76,880,81,89,104
9,96,520,75,90,106
8,81,613,72,100,107
8,61,1253,87,99,105
9,15,4243,78,103,106
9,73,1522,91,89,107
9,57,1709,92,92,105
8,29,5716,101,96,105
7,28,5822,91,102,104
10,64,1791,89,90,108
9,18,6301,101,101,105
7,51,4851,95,93,105
9,79,1897,99,91,104
11,22,4527,89,93,106
8,45,4304,109,95,104
10,51,2572,89,96,105
11,40,2669,90,95,105
11,24,3789,87,99,105
9,68,2085,102,97,104
11,27,4457,87,96,104
11,86,1245,87,93,104
10,23,5971,106,101,105
13,35,4339,99,86,113
11,65,2018,88,97,105
13,29,3407,93,99,105
14,29,2618,85,96,106
12,69,2080,96,96,106
12,45,3351,102,95,105
15,45,1527,82,97,107
13,36,3211,95,97,106
12,62,2583,100,96,107
11,92,1976,105,95,105
15,74,1098,84,94,107
16,34,2602,91,96,107
14,35,3444,93,99,103
14,46,2690,96,96,104
12,49,3548,94,102,104
9,80,4749,94,94,103
16,25,4117,93,94,104
14,47,3142,98,99,110
15,83,1539,89,94,105
15,38,3668,100,94,106
12,92,2237,100,100,106
17,18,6793,99,92,105
15,53,2429,97,100,106
13,92,2254,99,96,105
17,65,1578,90,95,106
14,90,2253,103,93,106
17,20,7159,97,95,106
12,55,4376,98,103,104
15,52,3516,106,96,105
17,45,3185,91,98,104
15,90,2012,97,96,108
16,87,1945,97,94,107
14,78,3110,102,93,104
17,74,1546,92,99,103
19,53,2263,92,96,104
16,70,2739,105,94,103
12,98,2531,106,104,103
17,86,2233,99,92,107
21,29,3778,97,96,109
18,74,2433,100,88,109
16,90,2210,100,94,108
16,49,4733,100,93,103
12,98,3875,98,98,102
15,89,2521,110,98,103
20,82,1629,96,93,102
17,74,2751,103,97,105
18,61,2894,103,95,106
23,43,2743,91,93,105
23,37,3077,93,95,105
15,92,3293,93,97,102
17,74,2588,107,101,103
17,45,6387,95,95,103
23,94,1177,88,93,110
16,99,2474,117,92,101
24,50,2149,92,94,105
21,100,1025,88,105,107
24,60,1921,95,94,106
12,85,7499,99,96,105
16,90,6263,101,92,107
19,97,2140,99,93,104
25,80,1235,88,96,107
17,84,2998,117,97,105
17,75,3816,97,101,104
15,86,3633,106,101,102
26,97,962,87,95,110
21,75,2744,97,95,103
21,98,7321,113,93,102
21,91,7365,108,95,103
18,85,2750,98,102,102
19,92,2902,96,94,103
26,97,831,84,103,108
21,89,3433,93,91,103
23,99,1494,99,99,102
17,100,4698,106,96,103
22,88,4608,108,90,105
28,83,1325,91,93,103
20,96,2513,96,102,107
23,87,6169,114,94,107
17,79,6632,114,100,103
27,97,1126,90,99,106
23,89,3779,100,93,107
23,84,6541,122,95,104
23,96,4972,118,94,105
30,96,1049,88,93,108
19,100,5373,128,98,104
25,91,1760,93,100,107
24,100,3880,108,95,104
36,89,6426,121,93,102
27,99,4995,114,97,102
25,87,6226,120,100,104
27,99,1388,97,99,103
27,94,4297,108,96,104
24,100,3370,113,96,104
26,88,2850,113,92,102
30,89,1257,91,98,104
34,96,860,84,94,112
28,56,2885,104,97,105
29,37,6403,115,94,103
33,68,6598,112,99,106
30,85,1841,104,90,107
29,45,5327,116,95,108
28,98,1814,95,96,108
44,71,4902,93,92,105
31,88,1390,92,98,110
34,99,1185,92,91,103
29,92,1932,98,96,104
31,82,3355,113,95,109
33,100,1949,103,91,112
33,88,1693,93,93,103
38,97,965,87,87,108
40,93,3284,99,94,104
33,94,1794,96,96,104
29,96,1847,96,101,104
38,65,1738,91,92,103
49,86,4886,98,97,102
38,93,2725,98,95,107
34,99,1069,90,101,105
31,89,2464,103,102,104
45,44,6485,94,99,103
38,96,2199,95,96,105
32,73,2596,104,103,104
55,92,6177,108,105,105
38,72,4646,105,104,108
36,86,2363,99,100,105
35,99,1269,91,99,104
37,96,1093,89,98,108
37,69,1967,96,98,108
39,28,7451,101,105,102
36,59,3177,102,103,108
36,85,1389,92,101,103
43,86,2117,89,96,109
44,84,3109,92,101,107
38,100,2235,93,103,109
44,77,3056,92,101,106
44,37,3577,90,99,109
35,98,1093,89,106,112
44,44,3667,91,101,107
38,100,1032,89,100,106
39,93,1213,90,99,111
39,95,1365,89,102,105
40,100,908,86,101,109
48,37,3481,86,97,114
40,97,1269,88,100,111
42,95,1116,86,97,116
46,54,3349,90,103,111
40,94,1130,87,101,113
42,88,1870,89,104,111
43,38,3626,90,107,109
41,95,1483,88,104,111
43,96,1866,87,103,113
40,100,962,86,102,114
39,92,1499,89,107,110
44,93,845,83,97,118
43,97,1566,87,103,115
49,39,5332,90,108,111
41,94,1293,87,105,114
38,86,1285,90,110,110
44,98,1322,84,101,119
55,49,5555,89,108,111
56,34,6931,86,105,116
40,81,1963,90,113,109
52,65,3824,87,108,115
44,67,2914,91,112,112
53,69,3800,87,107,117
47,80,2422,86,107,116
45,63,2780,89,111,115
48,47,3758,88,111,114
45,98,1596,86,105,122
47,23,5544,88,112,114
44,97,2307,91,113,117
47,40,3384,87,111,116
56,61,4749,88,112,115
48,89,2775,89,113,115
51,78,3423,88,114,114
56,38,6339,87,111,118
48,93,2671,87,114,115
52,90,3515,88,117,113
59,56,5395,87,113,118
50,83,3040,87,115,116
58,48,7113,93,120,116
58,61,4626,86,112,120
54,82,3185,85,112,120
53,83,3398,88,114,119
51,31,5096,87,113,121
56,80,3463,85,112,123
62,40,7258,85,115,119
53,83,3744,86,116,128
46,41,2518,86,117,119
56,82,4060,88,120,117
48,47,2938,87,117,120
50,54,4397,91,123,116
63,94,3671,84,110,128
64,46,7071,87,117,122
57,99,3257,85,115,124
52,59,3304,86,115,124
55,47,5144,87,120,120
46,82,2329,88,122,119
51,49,4008,87,122,118
49,100,779,76,101,146
60,43,6170,86,118,125
49,88,2971,88,126,116
67,93,4843,88,124,119
59,86,3746,86,119,123
47,88,1721,86,114,131
55,56,4025,85,118,126
66,59,6808,90,126,123
49,98,1296,81,112,131
44,99,1483,86,126,117
0,9,4845,167,104,104
6,35,765,47,97,115
9,52,296,66,85,121
5,18,3815,75,105,114
4,26,1413,56,98,109
6,91,495,84,94,117
4,31,1664,60,100,108
5,29,5304,90,102,117
3,20,6715,115,85,103
4,31,7259,111,110,115
3,44,6718,91,98,106
3,26,6571,110,95,103
5,90,507,77,97,106
3,47,4366,90,105,102
5,47,2760,105,96,108
1,97,7496,151,106,103
2,91,7499,90,94,102
7,12,7500,79,91,107
7,16,5822,79,92,107
6,14,7263,84,95,105
5,23,5618,102,94,103
6,97,826,80,98,106
7,19,5430,86,97,105
6,16,7500,106,99,105
8,94,693,83,88,105
7,34,3775,87,93,104
7,33,6175,87,90,106
9,54,1001,76,95,106
7,84,1882,95,99,107
7,99,1351,100,90,105
9,62,1573,87,96,108
6,58,3973,109,97,106
7,22,7500,97,93,103
8,96,1204,97,93,105
9,23,6086,98,94,105
9,66,1827,101,91,105
8,99,1941,99,91,105
12,32,2119,82,93,108
10,59,1962,94,92,107
9,81,1589,90,99,104
10,51,2405,94,97,106
10,25,5605,90,100,103
10,69,2136,96,95,106
10,74,1514,87,102,107
12,48,1856,89,100,106
11,47,2634,101,96,105
11,54,2163,95,96,106
13,19,5020,90,99,105
11,47,2888,99,96,107
10,51,3266,96,100,105
12,32,3537,98,105,108
13,29,4254,89,96,104
9,51,4781,92,98,102
12,31,4370,100,104,106
13,46,2149,92,100,105
13,87,1701,100,93,109
11,46,3804,102,98,105
14,76,1314,89,95,104
12,66,2790,102,92,105
15,60,1828,89,93,108
14,21,6491,101,97,106
13,23,7067,103,98,105
15,80,1443,88,96,107
13,62,2201,101,102,104
16,50,2354,91,89,105
14,48,3339,103,93,102
11,56,4704,107,97,104
15,62,2119,93,98,105
16,38,3307,93,98,105
16,22,5790,91,96,103
15,46,3329,94,95,104
13,92,1685,101,101,104
13,79,2418,100,103,107
13,70,3454,100,97,103
13,77,2637,97,100,105
14,66,2856,99,100,104
9,87,5564,132,91,106
20,75,1231,85,90,110
19,23,5236,94,95,106
10,63,7122,93,100,105
17,42,3646,103,95,104
18,90,1379,97,93,109
21,36,2243,86,99,109
21,85,943,84,95,108
21,33,3391,92,93,107
9,83,5749,122,99,103
19,93,1202,91,95,106
22,33,3263,92,93,104
17,78,2211,98,94,104
19,84,1898,91,94,105
19,86,1572,97,94,108
12,58,6500,125,93,102
17,99,2101,99,94,107
18,75,2233,103,99,108
16,76,3198,106,93,103
19,71,2487,100,93,104
19,40,4344,93,101,103
15,100,3280,93,94,104
16,96,2436,96,98,102
24,51,1599,85,99,107
18,97,1900,104,99,104
15,80,3521,123,95,104
22,26,6305,108,90,104
17,84,2775,97,100,101
15,67,4705,108,97,103
18,40,7297,97,93,105
20,97,1629,100,97,102
28,90,7431,90,97,105
16,100,2762,98,100,103
19,95,2060,108,98,103
16,97,6886,112,92,103
19,49,5241,93,97,105
17,98,5249,103,93,105
20,97,4209,105,87,111
20,97,1961,104,97,104
21,100,1977,109,93,101
18,81,2830,106,102,104
23,92,1638,99,97,104
25,70,2126,96,93,105
20,100,5740,105,97,106
22,80,7384,129,91,104
20,78,6043,106,95,102
26,97,1030,88,102,105
29,78,1251,88,95,107
19,97,4883,113,95,103
19,71,4858,109,94,105
17,98,6304,129,98,101
30,57,1741,90,96,108
19,92,4131,100,100,102
22,77,3776,100,95,101
24,50,7226,104,97,104
20,92,4318,112,97,104
25,72,5725,125,92,103
25,97,1628,95,98,104
23,100,3069,101,96,101
23,90,3263,118,93,101
22,97,3352,107,98,103
21,100,4359,121,99,105
22,58,5936,124,98,101
40,94,6262,112,96,102
29,92,1446,96,96,105
25,98,1879,101,97,104
28,55,6035,110,97,106
36,61,6193,109,93,110
25,100,2480,109,96,103
33,85,5175,108,98,105
28,88,2767,111,94,103
32,99,1259,93,93,107
29,100,1372,93,99,105
30,97,1973,94,95,107
32,95,1135,90,96,107
34,58,3399,95,95,102
33,93,1172,90,96,107
28,75,2208,101,101,105
35,77,4276,104,98,106
37,56,6246,108,98,108
34,79,2304,98,94,107
47,60,6310,104,94,108
38,54,3864,99,94,105
32,80,1744,94,98,109
32,50,5672,110,104,105
32,78,4025,107,105,102
39,46,3911,95,96,102
38,48,2768,95,95,107
38,66,2143,94,94,104
37,92,1121,89,95,108
40,57,2143,93,93,104
37,92,1063,88,97,111
40,98,933,86,89,110
40,94,2296,93,96,106
40,98,2979,94,102,101
31,77,2328,104,105,106
41,98,955,86,90,112
37,88,1342,91,97,106
40,77,2996,95,102,101
41,62,2247,91,97,107
38,100,1512,90,97,110
41,51,7240,109,110,107
50,47,5430,91,99,106
39,95,1327,89,97,108
37,35,5188,101,107,106
38,87,1602,92,100,109
39,68,1677,91,101,106
49,100,3063,89,99,109
55,98,4914,97,106,109
53,87,3607,88,98,112
51,53,4736,90,101,109
39,98,1759,91,103,111
62,86,4943,89,101,111
51,25,7165,87,100,113
38,86,2262,93,109,105
47,91,3864,97,108,108
39,97,1180,89,102,112
56,61,5128,89,103,112
41,76,1399,88,102,114
41,94,1621,88,104,111
46,98,2132,87,102,114
47,25,4711,88,104,111
40,99,1120,88,104,113
50,71,3535,88,104,113
52,38,6134,88,106,113
43,76,2218,89,109,110
48,62,2537,86,102,117
51,76,3172,86,103,118
42,96,1630,88,106,115
43,98,2063,89,109,111
48,41,4314,90,108,114
60,59,5120,86,105,117
43,95,2249,90,113,110
49,73,2677,86,105,118
49,67,3621,88,110,114
53,96,3025,86,107,117
44,99,1752,87,108,117
41,100,1848,89,115,111
53,64,4094,88,109,116
41,96,1111,86,109,116
54,44,6555,92,114,115
46,96,1737,85,107,121
42,87,1914,88,115,113
54,99,2537,83,104,124
46,22,4107,87,114,114
49,80,3173,89,114,116
52,51,1349,81,98,133
44,82,2564,91,119,112
61,52,5748,86,111,120
47,23,6158,89,118,115
56,82,3968,88,116,115
62,99,4171,87,115,117
43,67,2080,90,118,116
47,91,2109,87,113,121
58,73,3759,84,110,123
48,78,1835,84,110,125
42,97,938,85,114,119
68,87,4883,86,115,120
46,91,2115,87,117,118
59,55,5786,89,120,117
50,35,5056,88,119,119
41,89,1186,87,119,118
48,100,2562,89,119,120
60,66,5708,90,125,115
58,14,5571,79,103,136
64,38,5202,79,104,135
46,75,1767,88,115,127
53,100,3239,90,118,126
